,data,labels,counterfactual_data,var_0,counter_var_0,var_1,counter_var_1,aux_0,counter_aux_0,aux_1,counter_aux_1,aux_2,counter_aux_2,aux_3,counter_aux_3,CF_Label_0,CF_FN_0,CF_Label_1,CF_FN_1,CF_Label_2,CF_FN_2,CF_Label_3,CF_FN_3,CF_Label_4,CF_FN_4,CF_Label_5,CF_FN_5
98,48 27 113,106,83 54 113,44,109,62,22,75,24,21,29,75,137,21,29,66,var_0 counter_var_1 +,58,counter_var_0 var_1 +,28,aux_0 counter_aux_1 *,52,counter_aux_0 aux_1 *,28,aux_2 counter_aux_3 *,52,counter_aux_2 aux_3 *
99,41 42 113,30,109 58 113,99,16,44,26,83,54,112,51,83,167,-1,51,12,var_0 counter_var_1 +,60,counter_var_0 var_1 +,52,aux_0 counter_aux_1 *,59,counter_aux_0 aux_1 *,52,aux_2 counter_aux_3 *,59,counter_aux_2 aux_3 *
100,10 85 113,107,39 72 113,100,52,7,14,95,111,38,80,95,111,-75,-33,1,var_0 counter_var_1 +,59,counter_var_0 var_1 +,29,aux_0 counter_aux_1 *,37,counter_aux_0 aux_1 *,29,aux_2 counter_aux_3 *,37,counter_aux_2 aux_3 *
101,62 32 113,108,37 15 113,2,13,106,1,94,52,30,22,94,52,30,22,3,var_0 counter_var_1 +,6,counter_var_0 var_1 +,34,aux_0 counter_aux_1 *,91,counter_aux_0 aux_1 *,34,aux_2 counter_aux_3 *,91,counter_aux_2 aux_3 *
102,18 106 113,49,56 24 113,98,85,64,102,11,80,25,32,124,80,-88,32,87,var_0 counter_var_1 +,36,counter_var_0 var_1 +,13,aux_0 counter_aux_1 *,79,counter_aux_0 aux_1 *,13,aux_2 counter_aux_3 *,79,counter_aux_2 aux_3 *
103,94 71 113,66,0 9 113,22,0,44,32,52,9,23,104,165,9,23,-9,54,var_0 counter_var_1 +,44,counter_var_0 var_1 +,97,aux_0 counter_aux_1 *,94,counter_aux_0 aux_1 *,97,aux_2 counter_aux_3 *,94,counter_aux_2 aux_3 *
104,71 107 113,33,3 21 113,69,9,77,11,65,24,77,95,178,24,-36,-18,80,var_0 counter_var_1 +,86,counter_var_0 var_1 +,73,aux_0 counter_aux_1 *,40,counter_aux_0 aux_1 *,73,aux_2 counter_aux_3 *,40,counter_aux_2 aux_3 *
105,63 58 113,40,106 83 113,14,49,26,4,8,76,5,23,121,189,5,23,18,var_0 counter_var_1 +,75,counter_var_0 var_1 +,71,aux_0 counter_aux_1 *,41,counter_aux_0 aux_1 *,71,aux_2 counter_aux_3 *,41,counter_aux_2 aux_3 *
106,58 102 113,79,28 36 113,87,106,105,60,47,64,69,105,160,64,-44,-8,34,var_0 counter_var_1 +,98,counter_var_0 var_1 +,76,aux_0 counter_aux_1 *,9,counter_aux_0 aux_1 *,76,aux_2 counter_aux_3 *,9,counter_aux_2 aux_3 *
107,50 64 113,99,56 38 113,14,85,85,25,1,94,99,18,114,94,-14,18,39,var_0 counter_var_1 +,57,counter_var_0 var_1 +,18,aux_0 counter_aux_1 *,40,counter_aux_0 aux_1 *,18,aux_2 counter_aux_3 *,40,counter_aux_2 aux_3 *
108,9 86 113,30,67 107 113,81,82,62,77,95,61,36,73,95,174,-77,-40,45,var_0 counter_var_1 +,31,counter_var_0 var_1 +,42,aux_0 counter_aux_1 *,49,counter_aux_0 aux_1 *,42,aux_2 counter_aux_3 *,49,counter_aux_2 aux_3 *
109,55 23 113,10,36 84 113,87,53,36,63,78,7,32,65,78,120,32,-48,37,var_0 counter_var_1 +,89,counter_var_0 var_1 +,98,aux_0 counter_aux_1 *,111,counter_aux_0 aux_1 *,98,aux_2 counter_aux_3 *,111,counter_aux_2 aux_3 *
110,83 60 113,12,32 5 113,109,7,16,88,30,37,23,27,143,37,23,27,84,var_0 counter_var_1 +,23,counter_var_0 var_1 +,19,aux_0 counter_aux_1 *,60,counter_aux_0 aux_1 *,19,aux_2 counter_aux_3 *,60,counter_aux_2 aux_3 *
111,95 112 113,97,78 47 113,98,95,112,51,94,12,96,31,207,125,-17,31,36,var_0 counter_var_1 +,94,counter_var_0 var_1 +,89,aux_0 counter_aux_1 *,22,counter_aux_0 aux_1 *,89,aux_2 counter_aux_3 *,22,counter_aux_2 aux_3 *
112,49 62 113,26,93 108 113,28,61,111,88,111,88,100,98,111,201,-13,-15,3,var_0 counter_var_1 +,59,counter_var_0 var_1 +,30,aux_0 counter_aux_1 *,99,counter_aux_0 aux_1 *,30,aux_2 counter_aux_3 *,99,counter_aux_2 aux_3 *
113,22 7 113,96,4 74 113,32,16,64,61,29,78,15,43,29,78,15,-70,93,var_0 counter_var_1 +,80,counter_var_0 var_1 +,4,aux_0 counter_aux_1 *,40,counter_aux_0 aux_1 *,4,aux_2 counter_aux_3 *,40,counter_aux_2 aux_3 *
114,20 23 113,97,23 96 113,61,77,36,50,43,6,110,40,43,119,-3,-73,111,var_0 counter_var_1 +,0,counter_var_0 var_1 +,25,aux_0 counter_aux_1 *,95,counter_aux_0 aux_1 *,25,aux_2 counter_aux_3 *,95,counter_aux_2 aux_3 *
115,29 29 113,0,40 78 113,50,18,63,18,58,5,0,75,58,118,0,-38,68,var_0 counter_var_1 +,81,counter_var_0 var_1 +,56,aux_0 counter_aux_1 *,0,counter_aux_0 aux_1 *,56,aux_2 counter_aux_3 *,0,counter_aux_2 aux_3 *
116,110 27 113,71,106 58 113,9,49,62,26,24,51,83,48,137,164,83,48,35,var_0 counter_var_1 +,111,counter_var_0 var_1 +,22,aux_0 counter_aux_1 *,52,counter_aux_0 aux_1 *,22,aux_2 counter_aux_3 *,52,counter_aux_2 aux_3 *
117,16 21 113,41,7 58 113,30,49,11,26,37,65,108,62,37,65,-5,-51,56,var_0 counter_var_1 +,60,counter_var_0 var_1 +,34,aux_0 counter_aux_1 *,14,counter_aux_0 aux_1 *,34,aux_2 counter_aux_3 *,14,counter_aux_2 aux_3 *
118,102 86 113,70,66 71 113,8,62,62,44,75,24,16,108,188,137,16,-5,52,var_0 counter_var_1 +,11,counter_var_0 var_1 +,77,aux_0 counter_aux_1 *,45,counter_aux_0 aux_1 *,77,aux_2 counter_aux_3 *,45,counter_aux_2 aux_3 *
119,84 1 113,49,29 38 113,50,50,112,25,85,67,83,104,85,67,83,-9,75,var_0 counter_var_1 +,49,counter_var_0 var_1 +,26,aux_0 counter_aux_1 *,24,counter_aux_0 aux_1 *,26,aux_2 counter_aux_3 *,24,counter_aux_2 aux_3 *
120,96 15 113,64,14 95 113,63,83,1,15,111,109,81,32,111,109,81,-81,78,var_0 counter_var_1 +,84,counter_var_0 var_1 +,49,aux_0 counter_aux_1 *,15,counter_aux_0 aux_1 *,49,aux_2 counter_aux_3 *,15,counter_aux_2 aux_3 *
121,88 69 113,45,0 47 113,60,0,98,51,44,47,19,66,157,47,19,-47,111,var_0 counter_var_1 +,98,counter_var_0 var_1 +,79,aux_0 counter_aux_1 *,102,counter_aux_0 aux_1 *,79,aux_2 counter_aux_3 *,102,counter_aux_2 aux_3 *
122,58 28 113,94,9 38 113,87,81,7,25,86,47,30,84,86,47,30,-29,112,var_0 counter_var_1 +,88,counter_var_0 var_1 +,105,aux_0 counter_aux_1 *,54,counter_aux_0 aux_1 *,105,aux_2 counter_aux_3 *,54,counter_aux_2 aux_3 *
123,87 8 113,47,42 31 113,111,69,49,56,95,73,79,11,95,73,79,11,54,var_0 counter_var_1 +,5,counter_var_0 var_1 +,28,aux_0 counter_aux_1 *,4,counter_aux_0 aux_1 *,28,aux_2 counter_aux_3 *,4,counter_aux_2 aux_3 *
124,69 14 113,45,9 15 113,15,81,30,1,83,24,55,107,83,24,55,-6,16,var_0 counter_var_1 +,111,counter_var_0 var_1 +,67,aux_0 counter_aux_1 *,77,counter_aux_0 aux_1 *,67,aux_2 counter_aux_3 *,77,counter_aux_2 aux_3 *
125,9 93 113,20,79 100 113,81,26,52,57,102,66,29,92,102,179,-84,-21,25,var_0 counter_var_1 +,78,counter_var_0 var_1 +,5,aux_0 counter_aux_1 *,106,counter_aux_0 aux_1 *,5,aux_2 counter_aux_3 *,106,counter_aux_2 aux_3 *
126,84 75 113,75,65 24 113,50,44,25,102,46,89,9,41,159,89,9,41,39,var_0 counter_var_1 +,69,counter_var_0 var_1 +,78,aux_0 counter_aux_1 *,10,counter_aux_0 aux_1 *,78,aux_2 counter_aux_3 *,10,counter_aux_2 aux_3 *
127,68 96 113,41,24 20 113,104,11,50,52,51,44,85,4,164,44,-28,4,43,var_0 counter_var_1 +,61,counter_var_0 var_1 +,91,aux_0 counter_aux_1 *,11,counter_aux_0 aux_1 *,91,aux_2 counter_aux_3 *,11,counter_aux_2 aux_3 *
128,91 111 113,28,80 91 113,32,72,109,81,89,58,93,102,202,171,-20,-11,0,var_0 counter_var_1 +,68,counter_var_0 var_1 +,38,aux_0 counter_aux_1 *,83,counter_aux_0 aux_1 *,38,aux_2 counter_aux_3 *,83,counter_aux_2 aux_3 *
129,17 86 113,12,1 96 113,63,1,62,50,103,97,44,18,103,97,-69,-95,0,var_0 counter_var_1 +,63,counter_var_0 var_1 +,46,aux_0 counter_aux_1 *,87,counter_aux_0 aux_1 *,46,aux_2 counter_aux_3 *,87,counter_aux_2 aux_3 *
130,71 37 113,56,78 0 113,69,95,100,0,108,78,34,78,108,78,34,78,69,var_0 counter_var_1 +,82,counter_var_0 var_1 +,62,aux_0 counter_aux_1 *,53,counter_aux_0 aux_1 *,62,aux_2 counter_aux_3 *,53,counter_aux_2 aux_3 *
131,55 1 113,86,102 54 113,87,8,112,22,56,43,54,48,56,156,54,48,109,var_0 counter_var_1 +,7,counter_var_0 var_1 +,89,aux_0 counter_aux_1 *,62,counter_aux_0 aux_1 *,89,aux_2 counter_aux_3 *,62,counter_aux_2 aux_3 *
132,112 106 113,65,54 3 113,1,91,64,104,105,57,6,51,218,57,6,51,105,var_0 counter_var_1 +,42,counter_var_0 var_1 +,44,aux_0 counter_aux_1 *,3,counter_aux_0 aux_1 *,44,aux_2 counter_aux_3 *,3,counter_aux_2 aux_3 *
133,92 93 113,41,12 27 113,102,31,52,62,72,39,112,98,185,39,-1,-15,51,var_0 counter_var_1 +,83,counter_var_0 var_1 +,50,aux_0 counter_aux_1 *,74,counter_aux_0 aux_1 *,50,aux_2 counter_aux_3 *,74,counter_aux_2 aux_3 *
134,109 99 113,46,70 3 113,16,41,30,104,95,73,10,67,208,73,10,67,7,var_0 counter_var_1 +,71,counter_var_0 var_1 +,37,aux_0 counter_aux_1 *,52,counter_aux_0 aux_1 *,37,aux_2 counter_aux_3 *,52,counter_aux_2 aux_3 *
135,44 32 113,8,79 66 113,15,26,106,51,76,32,12,13,76,145,12,13,66,var_0 counter_var_1 +,19,counter_var_0 var_1 +,84,aux_0 counter_aux_1 *,45,counter_aux_0 aux_1 *,84,aux_2 counter_aux_3 *,45,counter_aux_2 aux_3 *
136,63 100 113,71,85 18 113,14,106,57,15,50,103,76,67,163,103,-37,67,29,var_0 counter_var_1 +,50,counter_var_0 var_1 +,73,aux_0 counter_aux_1 *,31,counter_aux_0 aux_1 *,73,aux_2 counter_aux_3 *,31,counter_aux_2 aux_3 *
137,112 108 113,89,7 78 113,1,49,88,18,107,85,4,42,220,85,4,-71,19,var_0 counter_var_1 +,24,counter_var_0 var_1 +,87,aux_0 counter_aux_1 *,1,counter_aux_0 aux_1 *,87,aux_2 counter_aux_3 *,1,counter_aux_2 aux_3 *
138,94 31 113,78,49 79 113,22,28,56,87,12,15,63,83,125,128,63,-30,109,var_0 counter_var_1 +,84,counter_var_0 var_1 +,92,aux_0 counter_aux_1 *,41,counter_aux_0 aux_1 *,92,aux_2 counter_aux_3 *,41,counter_aux_2 aux_3 *
139,77 20 113,105,15 112 113,53,112,52,112,97,14,57,16,97,127,57,-97,52,var_0 counter_var_1 +,51,counter_var_0 var_1 +,83,aux_0 counter_aux_1 *,7,counter_aux_0 aux_1 *,83,aux_2 counter_aux_3 *,7,counter_aux_2 aux_3 *
140,18 23 113,21,93 96 113,98,61,36,50,41,76,108,110,41,189,-5,-3,35,var_0 counter_var_1 +,97,counter_var_0 var_1 +,103,aux_0 counter_aux_1 *,72,counter_aux_0 aux_1 *,103,aux_2 counter_aux_3 *,72,counter_aux_2 aux_3 *
141,3 0 113,9,3 40 113,9,9,0,95,3,43,3,76,3,43,3,-37,104,var_0 counter_var_1 +,9,counter_var_0 var_1 +,2,aux_0 counter_aux_1 *,16,counter_aux_0 aux_1 *,2,aux_2 counter_aux_3 *,16,counter_aux_2 aux_3 *
142,26 106 113,62,58 69 113,111,87,64,98,19,14,33,102,132,127,-80,-11,96,var_0 counter_var_1 +,38,counter_var_0 var_1 +,17,aux_0 counter_aux_1 *,10,counter_aux_0 aux_1 *,17,aux_2 counter_aux_3 *,10,counter_aux_2 aux_3 *
143,112 24 113,103,40 96 113,1,18,102,50,23,23,88,57,136,136,88,-56,51,var_0 counter_var_1 +,7,counter_var_0 var_1 +,68,aux_0 counter_aux_1 *,103,counter_aux_0 aux_1 *,68,aux_2 counter_aux_3 *,103,counter_aux_2 aux_3 *
144,62 93 113,54,6 111 113,2,36,52,109,42,4,82,8,155,117,-31,-105,111,var_0 counter_var_1 +,88,counter_var_0 var_1 +,110,aux_0 counter_aux_1 *,102,counter_aux_0 aux_1 *,110,aux_2 counter_aux_3 *,102,counter_aux_2 aux_3 *
145,44 110 113,6,2 106 113,15,4,104,64,41,108,47,9,154,108,-66,-104,79,var_0 counter_var_1 +,108,counter_var_0 var_1 +,30,aux_0 counter_aux_1 *,104,counter_aux_0 aux_1 *,30,aux_2 counter_aux_3 *,104,counter_aux_2 aux_3 *
146,8 21 113,75,41 90 113,64,99,11,36,29,18,100,64,29,131,-13,-49,100,var_0 counter_var_1 +,110,counter_var_0 var_1 +,48,aux_0 counter_aux_1 *,105,counter_aux_0 aux_1 *,48,aux_2 counter_aux_3 *,105,counter_aux_2 aux_3 *
147,93 8 113,110,57 45 113,61,85,49,9,101,102,85,12,101,102,85,12,70,var_0 counter_var_1 +,21,counter_var_0 var_1 +,82,aux_0 counter_aux_1 *,82,counter_aux_0 aux_1 *,82,aux_2 counter_aux_3 *,82,counter_aux_2 aux_3 *
148,32 68 113,16,44 97 113,7,15,9,83,100,28,77,60,100,141,-36,-53,90,var_0 counter_var_1 +,24,counter_var_0 var_1 +,11,aux_0 counter_aux_1 *,9,counter_aux_0 aux_1 *,11,aux_2 counter_aux_3 *,9,counter_aux_2 aux_3 *
149,74 91 113,20,15 38 113,52,112,81,25,52,53,96,90,165,53,-17,-23,77,var_0 counter_var_1 +,80,counter_var_0 var_1 +,47,aux_0 counter_aux_1 *,3,counter_aux_0 aux_1 *,47,aux_2 counter_aux_3 *,3,counter_aux_2 aux_3 *
150,16 97 113,0,103 38 113,30,100,83,25,0,28,32,65,113,141,-81,65,55,var_0 counter_var_1 +,70,counter_var_0 var_1 +,0,aux_0 counter_aux_1 *,105,counter_aux_0 aux_1 *,0,aux_2 counter_aux_3 *,105,counter_aux_2 aux_3 *
151,90 110 113,68,77 66 113,77,53,104,51,87,30,93,11,200,143,-20,11,15,var_0 counter_var_1 +,44,counter_var_0 var_1 +,53,aux_0 counter_aux_1 *,78,counter_aux_0 aux_1 *,53,aux_2 counter_aux_3 *,78,counter_aux_2 aux_3 *
152,9 56 113,109,67 54 113,81,82,28,22,65,8,66,13,65,121,-47,13,103,var_0 counter_var_1 +,110,counter_var_0 var_1 +,54,aux_0 counter_aux_1 *,76,counter_aux_0 aux_1 *,54,aux_2 counter_aux_3 *,76,counter_aux_2 aux_3 *
153,57 20 113,24,71 94 113,85,69,52,91,77,52,37,90,77,165,37,-23,63,var_0 counter_var_1 +,8,counter_var_0 var_1 +,37,aux_0 counter_aux_1 *,3,counter_aux_0 aux_1 *,37,aux_2 counter_aux_3 *,3,counter_aux_2 aux_3 *
154,98 105 113,48,103 94 113,112,100,49,91,90,84,106,9,203,197,-7,9,90,var_0 counter_var_1 +,36,counter_var_0 var_1 +,19,aux_0 counter_aux_1 *,90,counter_aux_0 aux_1 *,19,aux_2 counter_aux_3 *,90,counter_aux_2 aux_3 *
155,8 79 113,38,49 73 113,64,28,87,95,87,9,42,89,87,122,-71,-24,46,var_0 counter_var_1 +,2,counter_var_0 var_1 +,59,aux_0 counter_aux_1 *,39,counter_aux_0 aux_1 *,59,aux_2 counter_aux_3 *,39,counter_aux_2 aux_3 *
156,58 66 113,25,46 57 113,87,82,51,28,11,103,105,102,124,103,-8,-11,2,var_0 counter_var_1 +,20,counter_var_0 var_1 +,105,aux_0 counter_aux_1 *,80,counter_aux_0 aux_1 *,105,aux_2 counter_aux_3 *,80,counter_aux_2 aux_3 *
157,75 97 113,58,38 84 113,88,88,83,63,59,9,91,67,172,122,-22,-46,38,var_0 counter_var_1 +,58,counter_var_0 var_1 +,111,aux_0 counter_aux_1 *,28,counter_aux_0 aux_1 *,111,aux_2 counter_aux_3 *,28,counter_aux_2 aux_3 *
158,73 108 113,106,14 106 113,18,83,88,64,68,7,78,21,181,120,-35,-92,82,var_0 counter_var_1 +,58,counter_var_0 var_1 +,72,aux_0 counter_aux_1 *,94,counter_aux_0 aux_1 *,72,aux_2 counter_aux_3 *,94,counter_aux_2 aux_3 *
159,3 112 113,8,72 50 113,9,99,112,99,2,9,4,22,115,122,-109,22,108,var_0 counter_var_1 +,98,counter_var_0 var_1 +,44,aux_0 counter_aux_1 *,36,counter_aux_0 aux_1 *,44,aux_2 counter_aux_3 *,36,counter_aux_2 aux_3 *
160,101 99 113,61,104 97 113,31,81,30,83,87,88,2,7,200,201,2,7,1,var_0 counter_var_1 +,111,counter_var_0 var_1 +,44,aux_0 counter_aux_1 *,63,counter_aux_0 aux_1 *,44,aux_2 counter_aux_3 *,63,counter_aux_2 aux_3 *
161,83 9 113,28,92 49 113,109,102,32,85,92,28,74,43,92,141,74,43,81,var_0 counter_var_1 +,21,counter_var_0 var_1 +,1,aux_0 counter_aux_1 *,38,counter_aux_0 aux_1 *,1,aux_2 counter_aux_3 *,38,counter_aux_2 aux_3 *
162,31 35 113,75,69 34 113,57,15,18,87,66,103,109,35,66,103,-4,35,31,var_0 counter_var_1 +,33,counter_var_0 var_1 +,50,aux_0 counter_aux_1 *,40,counter_aux_0 aux_1 *,50,aux_2 counter_aux_3 *,40,counter_aux_2 aux_3 *
163,40 28 113,25,111 100 113,18,4,7,57,68,98,12,11,68,211,12,11,75,var_0 counter_var_1 +,11,counter_var_0 var_1 +,70,aux_0 counter_aux_1 *,46,counter_aux_0 aux_1 *,70,aux_2 counter_aux_3 *,46,counter_aux_2 aux_3 *
164,63 18 113,29,75 63 113,14,88,15,99,81,25,45,12,81,138,45,12,0,var_0 counter_var_1 +,103,counter_var_0 var_1 +,68,aux_0 counter_aux_1 *,108,counter_aux_0 aux_1 *,68,aux_2 counter_aux_3 *,108,counter_aux_2 aux_3 *
165,27 5 113,26,81 4 113,51,7,88,97,32,85,22,77,32,85,22,77,35,var_0 counter_var_1 +,95,counter_var_0 var_1 +,91,aux_0 counter_aux_1 *,62,counter_aux_0 aux_1 *,91,aux_2 counter_aux_3 *,62,counter_aux_2 aux_3 *
166,106 103 113,62,57 19 113,49,85,13,91,96,76,3,38,209,76,3,38,27,var_0 counter_var_1 +,98,counter_var_0 var_1 +,32,aux_0 counter_aux_1 *,2,counter_aux_0 aux_1 *,32,aux_2 counter_aux_3 *,2,counter_aux_2 aux_3 *
167,75 92 113,99,38 97 113,88,88,11,83,54,22,96,54,167,135,-17,-59,58,var_0 counter_var_1 +,99,counter_var_0 var_1 +,91,aux_0 counter_aux_1 *,78,counter_aux_0 aux_1 *,91,aux_2 counter_aux_3 *,78,counter_aux_2 aux_3 *
168,95 65 113,54,108 64 113,98,25,69,85,47,59,30,44,160,172,30,44,70,var_0 counter_var_1 +,94,counter_var_0 var_1 +,34,aux_0 counter_aux_1 *,75,counter_aux_0 aux_1 *,34,aux_2 counter_aux_3 *,75,counter_aux_2 aux_3 *
169,55 28 113,94,40 33 113,87,18,7,41,83,73,27,7,83,73,27,7,15,var_0 counter_var_1 +,25,counter_var_0 var_1 +,16,aux_0 counter_aux_1 *,50,counter_aux_0 aux_1 *,16,aux_2 counter_aux_3 *,50,counter_aux_2 aux_3 *
170,87 62 113,109,68 25 113,111,104,111,53,36,93,25,43,149,93,25,43,51,var_0 counter_var_1 +,102,counter_var_0 var_1 +,79,aux_0 counter_aux_1 *,65,counter_aux_0 aux_1 *,79,aux_2 counter_aux_3 *,65,counter_aux_2 aux_3 *
171,96 41 113,77,4 11 113,63,16,14,105,24,15,55,106,137,15,55,-7,55,var_0 counter_var_1 +,30,counter_var_0 var_1 +,58,aux_0 counter_aux_1 *,34,counter_aux_0 aux_1 *,58,aux_2 counter_aux_3 *,34,counter_aux_2 aux_3 *
172,48 76 113,31,70 18 113,44,41,100,15,11,88,85,52,124,88,-28,52,59,var_0 counter_var_1 +,28,counter_var_0 var_1 +,7,aux_0 counter_aux_1 *,22,counter_aux_0 aux_1 *,7,aux_2 counter_aux_3 *,22,counter_aux_2 aux_3 *
173,52 4 113,89,88 73 113,105,60,97,95,56,48,48,15,56,161,48,15,87,var_0 counter_var_1 +,44,counter_var_0 var_1 +,49,aux_0 counter_aux_1 *,44,counter_aux_0 aux_1 *,49,aux_2 counter_aux_3 *,44,counter_aux_2 aux_3 *
174,28 7 113,57,50 53 113,106,14,64,16,35,103,21,110,35,103,21,-3,9,var_0 counter_var_1 +,78,counter_var_0 var_1 +,8,aux_0 counter_aux_1 *,16,counter_aux_0 aux_1 *,8,aux_2 counter_aux_3 *,16,counter_aux_2 aux_3 *
175,80 45 113,81,11 66 113,72,8,9,51,12,77,35,58,125,77,35,-55,10,var_0 counter_var_1 +,17,counter_var_0 var_1 +,18,aux_0 counter_aux_1 *,96,counter_aux_0 aux_1 *,18,aux_2 counter_aux_3 *,96,counter_aux_2 aux_3 *
176,22 88 113,85,39 34 113,32,52,53,87,110,73,47,5,110,73,-66,5,6,var_0 counter_var_1 +,105,counter_var_0 var_1 +,98,aux_0 counter_aux_1 *,41,counter_aux_0 aux_1 *,98,aux_2 counter_aux_3 *,41,counter_aux_2 aux_3 *
177,17 18 113,78,89 8 113,63,11,15,49,35,97,112,81,35,97,-1,81,112,var_0 counter_var_1 +,26,counter_var_0 var_1 +,10,aux_0 counter_aux_1 *,16,counter_aux_0 aux_1 *,10,aux_2 counter_aux_3 *,16,counter_aux_2 aux_3 *
178,76 64 113,98,62 71 113,13,2,85,44,27,20,12,104,140,133,12,-9,57,var_0 counter_var_1 +,87,counter_var_0 var_1 +,96,aux_0 counter_aux_1 *,14,counter_aux_0 aux_1 *,96,aux_2 counter_aux_3 *,14,counter_aux_2 aux_3 *
179,59 27 113,40,101 31 113,91,31,62,56,86,19,32,70,86,132,32,70,34,var_0 counter_var_1 +,93,counter_var_0 var_1 +,31,aux_0 counter_aux_1 *,43,counter_aux_0 aux_1 *,31,aux_2 counter_aux_3 *,43,counter_aux_2 aux_3 *
180,104 107 113,45,41 41 113,81,99,77,14,98,82,110,0,211,82,-3,0,95,var_0 counter_var_1 +,63,counter_var_0 var_1 +,0,aux_0 counter_aux_1 *,93,counter_aux_0 aux_1 *,0,aux_2 counter_aux_3 *,93,counter_aux_2 aux_3 *
181,105 21 113,75,27 55 113,64,51,11,26,13,82,84,85,126,82,84,-28,90,var_0 counter_var_1 +,62,counter_var_0 var_1 +,88,aux_0 counter_aux_1 *,108,counter_aux_0 aux_1 *,88,aux_2 counter_aux_3 *,108,counter_aux_2 aux_3 *
182,82 110 113,48,75 51 113,57,88,104,111,79,13,85,24,192,126,-28,24,55,var_0 counter_var_1 +,79,counter_var_0 var_1 +,88,aux_0 counter_aux_1 *,88,counter_aux_0 aux_1 *,88,aux_2 counter_aux_3 *,88,counter_aux_2 aux_3 *
183,11 10 113,21,42 110 113,8,69,13,104,21,39,1,45,21,152,1,-68,112,var_0 counter_var_1 +,82,counter_var_0 var_1 +,41,aux_0 counter_aux_1 *,39,counter_aux_0 aux_1 *,41,aux_2 counter_aux_3 *,39,counter_aux_2 aux_3 *
184,7 47 113,100,103 3 113,49,100,51,104,54,106,73,100,54,106,-40,100,40,var_0 counter_var_1 +,38,counter_var_0 var_1 +,89,aux_0 counter_aux_1 *,54,counter_aux_0 aux_1 *,89,aux_2 counter_aux_3 *,54,counter_aux_2 aux_3 *
185,16 22 113,111,79 86 113,30,26,81,62,38,52,107,106,38,165,-6,-7,92,var_0 counter_var_1 +,107,counter_var_0 var_1 +,73,aux_0 counter_aux_1 *,27,counter_aux_0 aux_1 *,73,aux_2 counter_aux_3 *,27,counter_aux_2 aux_3 *
186,61 81 113,98,30 71 113,105,109,106,44,29,101,93,72,142,101,-20,-41,36,var_0 counter_var_1 +,102,counter_var_0 var_1 +,54,aux_0 counter_aux_1 *,14,counter_aux_0 aux_1 *,54,aux_2 counter_aux_3 *,14,counter_aux_2 aux_3 *
187,16 37 113,17,72 20 113,30,99,100,52,53,92,92,52,53,92,-21,52,82,var_0 counter_var_1 +,86,counter_var_0 var_1 +,44,aux_0 counter_aux_1 *,102,counter_aux_0 aux_1 *,44,aux_2 counter_aux_3 *,102,counter_aux_2 aux_3 *
188,82 21 113,68,112 10 113,57,1,11,13,103,9,61,102,103,122,61,102,70,var_0 counter_var_1 +,12,counter_var_0 var_1 +,110,aux_0 counter_aux_1 *,97,counter_aux_0 aux_1 *,110,aux_2 counter_aux_3 *,97,counter_aux_2 aux_3 *
189,16 36 113,90,67 12 113,30,82,60,82,52,79,93,55,52,79,-20,55,112,var_0 counter_var_1 +,29,counter_var_0 var_1 +,35,aux_0 counter_aux_1 *,2,counter_aux_0 aux_1 *,35,aux_2 counter_aux_3 *,2,counter_aux_2 aux_3 *
190,69 93 113,67,2 72 113,15,4,52,14,49,74,89,43,162,74,-24,-70,29,var_0 counter_var_1 +,56,counter_var_0 var_1 +,73,aux_0 counter_aux_1 *,32,counter_aux_0 aux_1 *,73,aux_2 counter_aux_3 *,32,counter_aux_2 aux_3 *
191,92 98 113,103,54 87 113,102,91,1,2,77,28,107,80,190,141,-6,-33,104,var_0 counter_var_1 +,92,counter_var_0 var_1 +,58,aux_0 counter_aux_1 *,58,counter_aux_0 aux_1 *,58,aux_2 counter_aux_3 *,58,counter_aux_2 aux_3 *
192,9 32 113,74,42 17 113,81,69,106,50,41,59,90,25,41,59,-23,25,18,var_0 counter_var_1 +,62,counter_var_0 var_1 +,8,aux_0 counter_aux_1 *,112,counter_aux_0 aux_1 *,8,aux_2 counter_aux_3 *,112,counter_aux_2 aux_3 *
193,65 21 113,55,94 87 113,44,22,11,2,86,68,44,7,86,181,44,7,46,var_0 counter_var_1 +,33,counter_var_0 var_1 +,37,aux_0 counter_aux_1 *,54,counter_aux_0 aux_1 *,37,aux_2 counter_aux_3 *,54,counter_aux_2 aux_3 *
194,94 63 113,8,61 81 113,22,105,99,106,44,29,31,93,157,142,31,-20,15,var_0 counter_var_1 +,91,counter_var_0 var_1 +,24,aux_0 counter_aux_1 *,108,counter_aux_0 aux_1 *,24,aux_2 counter_aux_3 *,108,counter_aux_2 aux_3 *
195,0 11 113,105,78 105 113,0,95,105,49,11,70,102,86,11,183,-11,-27,49,var_0 counter_var_1 +,87,counter_var_0 var_1 +,42,aux_0 counter_aux_1 *,21,counter_aux_0 aux_1 *,42,aux_2 counter_aux_3 *,21,counter_aux_2 aux_3 *
196,110 88 113,62,12 106 113,9,31,53,64,85,5,22,19,198,118,22,-94,73,var_0 counter_var_1 +,84,counter_var_0 var_1 +,33,aux_0 counter_aux_1 *,110,counter_aux_0 aux_1 *,33,aux_2 counter_aux_3 *,110,counter_aux_2 aux_3 *
