,data,labels,counterfactual_data,var_0,counter_var_0
697,106 87 113,80,75 96 113,80,58
698,93 61 113,41,57 110 113,41,54
699,34 102 113,23,11 25 113,23,36
700,77 66 113,30,110 97 113,30,94
701,12 66 113,78,5 44 113,78,49
702,52 15 113,67,63 8 113,67,71
703,47 94 113,28,85 89 113,28,61
704,62 82 113,31,48 42 113,31,90
705,59 14 113,73,54 41 113,73,95
706,70 103 113,60,110 15 113,60,12
707,0 45 113,45,45 53 113,45,98
708,54 35 113,89,3 9 113,89,12
709,57 55 113,112,12 60 113,112,72
710,102 79 113,68,84 33 113,68,4
711,80 48 113,15,105 70 113,15,62
712,31 41 113,72,76 13 113,72,89
713,92 22 113,1,33 20 113,1,53
714,101 74 113,62,53 43 113,62,96
715,94 88 113,69,67 13 113,69,80
716,36 39 113,75,2 97 113,75,99
717,91 62 113,40,22 1 113,40,23
718,16 111 113,14,80 88 113,14,55
719,81 95 113,63,84 80 113,63,51
720,20 64 113,84,66 101 113,84,54
721,82 92 113,61,85 53 113,61,25
722,24 54 113,78,24 80 113,78,104
723,85 21 113,106,11 26 113,106,37
724,80 7 113,87,89 53 113,87,29
725,25 83 113,108,11 8 113,108,19
726,103 101 113,91,86 64 113,91,37
727,51 14 113,65,79 2 113,65,81
728,92 35 113,14,99 83 113,14,69
729,35 17 113,52,108 73 113,52,68
730,96 66 113,49,8 59 113,49,67
731,23 100 113,10,44 54 113,10,98
732,84 2 113,86,86 2 113,86,88
733,106 20 113,13,110 26 113,13,23
734,84 27 113,111,86 97 113,111,70
735,61 70 113,18,83 20 113,18,103
736,40 31 113,71,75 8 113,71,83
737,21 69 113,90,13 3 113,90,16
738,66 98 113,51,69 27 113,51,96
739,100 80 113,67,93 9 113,67,102
740,111 90 113,88,27 69 113,88,96
741,39 62 113,101,38 13 113,101,51
742,90 35 113,12,1 74 113,12,75
743,8 89 113,97,92 89 113,97,68
744,54 41 113,95,55 27 113,95,82
745,89 27 113,3,30 47 113,3,77
746,64 9 113,73,21 75 113,73,96
747,29 6 113,35,58 47 113,35,105
748,100 81 113,68,68 20 113,68,88
749,46 78 113,11,91 14 113,11,105
750,64 72 113,23,35 33 113,23,68
751,71 33 113,104,78 14 113,104,92
752,71 16 113,87,58 112 113,87,57
753,78 110 113,75,42 26 113,75,68
754,100 103 113,90,7 99 113,90,106
755,70 79 113,36,51 37 113,36,88
756,45 25 113,70,87 23 113,70,110
757,92 5 113,97,112 103 113,97,102
758,63 54 113,4,106 110 113,4,103
759,61 31 113,92,84 2 113,92,86
760,59 71 113,17,38 34 113,17,72
761,0 43 113,43,84 62 113,43,33
762,19 67 113,86,64 52 113,86,3
763,17 77 113,94,111 43 113,94,41
764,82 81 113,50,55 68 113,50,10
765,8 97 113,105,15 76 113,105,91
766,5 39 113,44,7 64 113,44,71
767,14 42 113,56,82 22 113,56,104
768,62 30 113,92,16 7 113,92,23
769,72 87 113,46,30 3 113,46,33
770,82 105 113,74,25 88 113,74,0
771,33 34 113,67,11 57 113,67,68
772,58 16 113,74,45 76 113,74,8
773,92 102 113,81,60 89 113,81,36
774,107 51 113,45,110 58 113,45,55
775,48 37 113,85,34 79 113,85,0
776,14 44 113,58,57 95 113,58,39
777,54 92 113,33,21 12 113,33,33
778,40 70 113,110,70 45 113,110,2
779,80 8 113,88,43 24 113,88,67
780,40 52 113,92,81 32 113,92,0
781,75 15 113,90,61 61 113,90,9
782,51 81 113,19,97 14 113,19,111
783,28 10 113,38,3 105 113,38,108
784,62 85 113,34,56 22 113,34,78
785,46 95 113,28,63 61 113,28,11
786,83 44 113,14,20 13 113,14,33
787,72 49 113,8,91 79 113,8,57
788,53 45 113,98,91 31 113,98,9
789,110 67 113,64,33 69 113,64,102
790,14 21 113,35,65 41 113,35,106
791,40 48 113,88,56 45 113,88,101
792,101 22 113,10,24 9 113,10,33
793,85 36 113,8,58 87 113,8,32
794,32 84 113,3,102 65 113,3,54
795,3 37 113,40,111 89 113,40,87
796,93 46 113,26,94 98 113,26,79
797,24 8 113,32,59 53 113,32,112
798,51 36 113,87,100 69 113,87,56
799,100 109 113,96,38 51 113,96,89
800,25 56 113,81,100 5 113,81,105
801,11 81 113,92,15 26 113,92,41
802,58 76 113,21,95 4 113,21,99
803,7 12 113,19,111 78 113,19,76
804,58 22 113,80,86 8 113,80,94
805,55 112 113,54,69 99 113,54,55
806,37 91 113,15,9 70 113,15,79
807,67 88 113,42,67 10 113,42,77
808,73 39 113,112,93 72 113,112,52
809,107 47 113,41,53 97 113,41,37
810,38 52 113,90,70 57 113,90,14
811,65 38 113,103,15 104 113,103,6
812,26 57 113,83,56 48 113,83,104
813,76 18 113,94,101 62 113,94,50
814,36 105 113,28,13 62 113,28,75
815,54 43 113,97,93 93 113,97,73
816,5 62 113,67,73 112 113,67,72
817,7 2 113,9,86 0 113,9,86
818,86 104 113,77,45 74 113,77,6
819,24 62 113,86,101 63 113,86,51
820,4 22 113,26,15 54 113,26,69
821,33 11 113,44,27 67 113,44,94
822,75 28 113,103,10 80 113,103,90
823,112 107 113,106,83 24 113,106,107
824,52 52 113,104,8 8 113,104,16
825,76 41 113,4,56 102 113,4,45
826,54 23 113,77,67 112 113,77,66
827,41 39 113,80,110 59 113,80,56
828,9 43 113,52,40 70 113,52,110
829,16 81 113,97,17 1 113,97,18
830,5 50 113,55,48 65 113,55,0
831,15 38 113,53,66 17 113,53,83
832,56 20 113,76,106 97 113,76,90
833,9 89 113,98,58 85 113,98,30
834,19 108 113,14,36 33 113,14,69
835,12 2 113,14,80 69 113,14,36
836,80 30 113,110,49 68 113,110,4
837,24 96 113,7,63 59 113,7,9
838,105 22 113,14,11 13 113,14,24
839,6 112 113,5,112 74 113,5,73
840,91 103 113,81,80 92 113,81,59
841,100 24 113,11,64 68 113,11,19
842,30 75 113,105,106 70 113,105,63
843,111 98 113,96,35 78 113,96,0
844,109 5 113,1,64 82 113,1,33
845,100 75 113,62,45 39 113,62,84
846,85 10 113,95,25 42 113,95,67
847,111 28 113,26,0 61 113,26,61
848,80 84 113,51,26 110 113,51,23
849,95 46 113,28,67 47 113,28,1
850,19 101 113,7,42 14 113,7,56
851,67 98 113,52,44 70 113,52,1
852,62 90 113,39,65 84 113,39,36
853,15 88 113,103,14 50 113,103,64
854,34 44 113,78,23 100 113,78,10
855,19 88 113,107,111 94 113,107,92
856,40 57 113,97,71 90 113,97,48
857,47 83 113,17,27 45 113,17,72
858,67 89 113,43,38 22 113,43,60
859,38 0 113,38,100 68 113,38,55
860,85 41 113,13,87 99 113,13,73
861,80 104 113,71,45 35 113,71,80
862,63 97 113,47,73 17 113,47,90
863,19 6 113,25,97 101 113,25,85
864,26 12 113,38,29 55 113,38,84
865,65 42 113,107,9 24 113,107,33
866,26 64 113,90,64 13 113,90,77
867,29 9 113,38,8 92 113,38,100
868,54 31 113,85,58 12 113,85,70
869,84 79 113,50,83 79 113,50,49
870,91 42 113,20,76 83 113,20,46
871,28 112 113,27,68 66 113,27,21
872,24 6 113,30,21 109 113,30,17
873,105 1 113,106,78 89 113,106,54
874,33 59 113,92,108 107 113,92,102
875,63 63 113,13,73 4 113,13,77
876,1 51 113,52,36 30 113,52,66
877,13 101 113,1,25 76 113,1,101
878,59 79 113,25,42 105 113,25,34
879,91 107 113,85,32 100 113,85,19
880,64 74 113,25,80 49 113,25,16
881,3 51 113,54,1 54 113,54,55
882,53 49 113,102,21 6 113,102,27
883,87 41 113,15,88 40 113,15,15
884,56 10 113,66,99 0 113,66,99
885,86 12 113,98,103 74 113,98,64
886,23 15 113,38,107 72 113,38,66
887,20 71 113,91,57 87 113,91,31
888,95 61 113,43,68 32 113,43,100
889,109 111 113,107,30 91 113,107,8
890,52 60 113,112,43 104 113,112,34
891,34 67 113,101,97 19 113,101,3
892,39 5 113,44,42 82 113,44,11
893,56 0 113,56,13 15 113,56,28
894,51 23 113,74,57 107 113,74,51
895,38 11 113,49,51 48 113,49,99
896,23 0 113,23,30 68 113,23,98
897,29 82 113,111,32 28 113,111,60
898,112 23 113,22,31 8 113,22,39
899,5 104 113,109,52 69 113,109,8
900,3 60 113,63,39 15 113,63,54
901,77 38 113,2,8 1 113,2,9
902,53 8 113,61,50 28 113,61,78
903,74 58 113,19,100 33 113,19,20
904,100 88 113,75,92 10 113,75,102
905,29 46 113,75,85 57 113,75,29
906,74 89 113,50,107 110 113,50,104
907,6 23 113,29,25 24 113,29,49
908,58 100 113,45,83 52 113,45,22
909,100 14 113,1,1 82 113,1,83
910,52 8 113,60,59 88 113,60,34
911,55 77 113,19,93 10 113,19,103
912,76 57 113,20,88 84 113,20,59
913,78 86 113,51,12 88 113,51,100
914,27 23 113,50,77 94 113,50,58
915,70 110 113,67,81 19 113,67,100
916,28 58 113,86,46 64 113,86,110
917,91 85 113,63,80 39 113,63,6
918,44 99 113,30,108 21 113,30,16
919,76 37 113,0,111 92 113,0,90
920,42 109 113,38,24 11 113,38,35
921,49 100 113,36,53 16 113,36,69
922,67 11 113,78,67 88 113,78,42
923,104 111 113,102,111 106 113,102,104
924,108 28 113,23,51 56 113,23,107
925,37 75 113,112,88 15 113,112,103
926,53 76 113,16,19 19 113,16,38
927,69 109 113,65,53 104 113,65,44
928,19 71 113,90,82 64 113,90,33
929,73 28 113,101,65 38 113,101,103
930,12 77 113,89,83 26 113,89,109
931,16 82 113,98,1 56 113,98,57
932,61 97 113,45,12 39 113,45,51
933,61 59 113,7,16 27 113,7,43
934,66 30 113,96,26 2 113,96,28
935,2 91 113,93,16 104 113,93,7
936,70 62 113,19,29 60 113,19,89
937,45 51 113,96,36 100 113,96,23
938,4 37 113,41,5 79 113,41,84
939,57 76 113,20,105 49 113,20,41
940,3 30 113,33,33 83 113,33,3
941,109 68 113,64,56 4 113,64,60
942,51 18 113,69,72 47 113,69,6
943,100 104 113,91,53 101 113,91,41
944,84 82 113,53,36 14 113,53,50
945,111 25 113,23,102 60 113,23,49
946,2 33 113,35,35 14 113,35,49
947,37 78 113,2,75 19 113,2,94
948,23 8 113,31,75 80 113,31,42
949,18 70 113,88,25 38 113,88,63
950,58 38 113,96,104 46 113,96,37
951,36 91 113,14,111 73 113,14,71
952,81 79 113,47,61 91 113,47,39
953,50 38 113,88,12 56 113,88,68
954,13 15 113,28,34 66 113,28,100
955,44 77 113,8,104 38 113,8,29
956,5 3 113,8,39 106 113,8,32
957,44 78 113,9,57 101 113,9,45
958,100 107 113,94,101 15 113,94,3
959,28 75 113,103,44 30 113,103,74
960,10 60 113,70,56 89 113,70,32
961,34 45 113,79,62 85 113,79,34
962,50 57 113,107,30 45 113,107,75
963,65 32 113,97,81 29 113,97,110
964,90 108 113,85,107 82 113,85,76
965,79 3 113,82,47 42 113,82,89
966,48 111 113,46,75 7 113,46,82
967,80 20 113,100,23 13 113,100,36
968,83 6 113,89,108 106 113,89,101
969,30 100 113,17,62 96 113,17,45
970,105 76 113,68,67 26 113,68,93
971,74 64 113,25,97 67 113,25,51
972,16 63 113,79,54 24 113,79,78
973,112 53 113,52,90 42 113,52,19
974,84 38 113,9,79 41 113,9,7
975,50 40 113,90,21 0 113,90,21
976,17 75 113,92,69 65 113,92,21
977,82 58 113,27,112 28 113,27,27
978,10 27 113,37,104 1 113,37,105
979,29 69 113,98,90 73 113,98,50
980,10 8 113,18,22 38 113,18,60
981,88 55 113,30,48 49 113,30,97
982,110 19 113,16,57 54 113,16,111
983,62 75 113,24,5 4 113,24,9
984,52 76 113,15,6 96 113,15,102
985,72 99 113,58,80 24 113,58,104
986,5 109 113,1,12 37 113,1,49
987,12 57 113,69,75 93 113,69,55
988,2 27 113,29,78 49 113,29,14
989,83 99 113,69,19 68 113,69,87
990,36 52 113,88,97 36 113,88,20
991,5 76 113,81,45 64 113,81,109
992,94 92 113,73,47 22 113,73,69
993,75 43 113,5,25 0 113,5,25
994,5 37 113,42,85 79 113,42,51
995,106 50 113,43,57 38 113,43,95
996,101 70 113,58,63 69 113,58,19
997,112 14 113,13,77 51 113,13,15
998,49 50 113,99,107 46 113,99,40
999,29 98 113,14,107 65 113,14,59
1000,88 4 113,92,75 38 113,92,0
1001,35 37 113,72,78 106 113,72,71
1002,15 64 113,79,89 13 113,79,102
1003,70 39 113,109,111 15 113,109,13
1004,45 30 113,75,22 35 113,75,57
1005,28 108 113,23,45 28 113,23,73
1006,102 110 113,99,105 10 113,99,2
1007,111 86 113,84,112 75 113,84,74
1008,60 34 113,94,103 44 113,94,34
1009,98 2 113,100,62 7 113,100,69
1010,43 81 113,11,35 53 113,11,88
1011,0 0 113,0,37 1 113,0,38
1012,18 41 113,59,95 68 113,59,50
1013,38 64 113,102,49 99 113,102,35
1014,5 91 113,96,81 21 113,96,102
1015,41 9 113,50,75 99 113,50,61
1016,76 49 113,12,78 77 113,12,42
1017,41 40 113,81,12 23 113,81,35
1018,91 106 113,84,9 72 113,84,81
1019,86 21 113,107,92 47 113,107,26
1020,25 84 113,109,26 95 113,109,8
1021,55 81 113,23,17 40 113,23,57
1022,27 1 113,28,26 52 113,28,78
1023,91 110 113,88,53 61 113,88,1
1024,96 78 113,61,62 6 113,61,68
1025,63 87 113,37,93 91 113,37,71
1026,6 5 113,11,30 11 113,11,41
1027,13 14 113,27,8 108 113,27,3
1028,60 76 113,23,11 43 113,23,54
1029,9 67 113,76,76 19 113,76,95
1030,33 26 113,59,110 44 113,59,41
1031,92 103 113,82,77 98 113,82,62
1032,79 90 113,56,19 71 113,56,90
1033,3 29 113,32,8 93 113,32,101
1034,72 13 113,85,63 18 113,85,81
1035,21 101 113,9,35 49 113,9,84
1036,83 31 113,1,43 5 113,1,48
1037,80 106 113,73,21 94 113,73,2
1038,87 45 113,19,88 23 113,19,111
1039,29 19 113,48,34 54 113,48,88
1040,53 39 113,92,108 111 113,92,106
1041,47 60 113,107,22 51 113,107,73
1042,3 19 113,22,27 46 113,22,73
1043,74 108 113,69,82 7 113,69,89
1044,109 77 113,73,112 112 113,73,111
1045,69 104 113,60,100 73 113,60,60
1046,84 98 113,69,5 5 113,69,10
1047,0 54 113,54,33 81 113,54,1
1048,43 79 113,9,42 61 113,9,103
1049,105 23 113,15,24 98 113,15,9
1050,94 21 113,2,18 85 113,2,103
1051,48 13 113,61,77 86 113,61,50
1052,89 7 113,96,1 66 113,96,67
1053,61 29 113,90,5 60 113,90,65
1054,83 46 113,16,75 92 113,16,54
1055,41 38 113,79,61 0 113,79,61
1056,88 18 113,106,75 61 113,106,23
1057,51 110 113,48,81 99 113,48,67
1058,20 95 113,2,92 15 113,2,107
1059,69 26 113,95,63 41 113,95,104
1060,66 5 113,71,76 8 113,71,84
1061,103 49 113,39,19 112 113,39,18
1062,82 2 113,84,73 30 113,84,103
1063,52 29 113,81,110 77 113,81,74
1064,60 17 113,77,28 68 113,77,96
1065,26 1 113,27,2 93 113,27,95
1066,104 51 113,42,81 51 113,42,19
1067,44 79 113,10,89 47 113,10,23
1068,24 39 113,63,31 101 113,63,19
1069,19 25 113,44,103 1 113,44,104
1070,27 92 113,6,100 50 113,6,37
1071,9 109 113,5,73 93 113,5,53
1072,93 31 113,11,106 33 113,11,26
1073,54 95 113,36,79 74 113,36,40
1074,62 36 113,98,41 105 113,98,33
1075,65 25 113,90,16 78 113,90,94
1076,111 61 113,59,23 94 113,59,4
1077,36 64 113,100,93 20 113,100,0
1078,49 108 113,44,35 3 113,44,38
1079,54 100 113,41,24 73 113,41,97
1080,46 81 113,14,39 4 113,14,43
1081,25 103 113,15,99 52 113,15,38
1082,37 34 113,71,63 63 113,71,13
1083,56 6 113,62,99 59 113,62,45
1084,85 47 113,19,55 34 113,19,89
1085,47 21 113,68,63 99 113,68,49
1086,78 35 113,0,78 13 113,0,91
1087,104 16 113,7,13 80 113,7,93
1088,3 85 113,88,60 103 113,88,50
1089,92 76 113,55,27 57 113,55,84
1090,38 77 113,2,77 45 113,2,9
1091,1 96 113,97,25 96 113,97,8
1092,1 66 113,67,27 88 113,67,2
1093,48 36 113,84,5 37 113,84,42
1094,13 51 113,64,93 39 113,64,19
1095,8 57 113,65,61 11 113,65,72
1096,47 34 113,81,90 19 113,81,109
1097,13 74 113,87,41 9 113,87,50
1098,102 57 113,46,53 49 113,46,102
1099,4 72 113,76,84 71 113,76,42
1100,93 63 113,43,70 104 113,43,61
1101,48 51 113,99,62 33 113,99,95
1102,108 22 113,17,5 25 113,17,30
1103,24 27 113,51,6 101 113,51,107
1104,37 25 113,62,81 103 113,62,71
1105,19 2 113,21,68 55 113,21,10
1106,20 45 113,65,52 84 113,65,23
1107,107 64 113,58,88 108 113,58,83
1108,1 13 113,14,32 53 113,14,85
1109,84 78 113,49,59 11 113,49,70
1110,49 95 113,31,66 22 113,31,88
1111,66 21 113,87,3 19 113,87,22
1112,37 60 113,97,27 23 113,97,50
1113,4 39 113,43,66 88 113,43,41
1114,49 41 113,90,112 84 113,90,83
1115,106 60 113,53,66 81 113,53,34
1116,31 82 113,0,111 52 113,0,50
1117,6 41 113,47,3 34 113,47,37
1118,56 34 113,90,99 11 113,90,110
1119,8 61 113,69,6 108 113,69,1
1120,104 3 113,107,13 59 113,107,72
1121,32 17 113,49,44 74 113,49,5
1122,13 97 113,110,90 47 113,110,24
1123,37 74 113,111,77 69 113,111,33
1124,65 48 113,0,9 55 113,0,64
1125,59 68 113,14,64 109 113,14,60
1126,69 62 113,18,91 112 113,18,90
1127,29 48 113,77,60 24 113,77,84
1128,59 93 113,39,89 103 113,39,79
1129,51 62 113,0,39 70 113,0,109
1130,80 1 113,81,81 57 113,81,25
1131,89 112 113,88,48 93 113,88,28
1132,14 16 113,30,73 104 113,30,64
1133,36 86 113,9,48 60 113,9,108
1134,20 89 113,109,7 87 113,109,94
1135,4 60 113,64,47 106 113,64,40
1136,112 41 113,40,69 41 113,40,110
1137,51 27 113,78,64 33 113,78,97
1138,59 38 113,97,10 28 113,97,38
1139,38 42 113,80,6 80 113,80,86
1140,60 58 113,5,61 58 113,5,6
1141,30 61 113,91,99 24 113,91,10
1142,43 66 113,109,42 0 113,109,42
1143,112 103 113,102,98 61 113,102,46
1144,104 48 113,39,91 78 113,39,56
1145,10 95 113,105,14 44 113,105,58
1146,3 109 113,112,78 29 113,112,107
1147,34 2 113,36,49 108 113,36,44
1148,29 23 113,52,3 63 113,52,66
1149,43 28 113,71,14 8 113,71,22
1150,45 2 113,47,87 17 113,47,104
1151,86 48 113,21,103 50 113,21,40
1152,38 9 113,47,7 55 113,47,62
1153,41 90 113,18,46 65 113,18,111
1154,41 78 113,6,103 35 113,6,25
1155,4 12 113,16,8 98 113,16,106
1156,64 29 113,93,74 7 113,93,81
1157,10 11 113,21,69 39 113,21,108
1158,62 58 113,7,15 39 113,7,54
1159,20 73 113,93,82 44 113,93,13
1160,82 95 113,64,71 88 113,64,46
1161,102 22 113,11,31 71 113,11,102
1162,17 51 113,68,19 64 113,68,83
1163,14 106 113,7,15 98 113,7,0
1164,17 110 113,14,0 43 113,14,43
1165,71 31 113,102,38 47 113,102,85
1166,11 72 113,83,98 109 113,83,94
1167,74 13 113,87,109 36 113,87,32
1168,28 55 113,83,75 112 113,83,74
1169,37 43 113,80,72 3 113,80,75
1170,70 27 113,97,18 89 113,97,107
1171,18 3 113,21,59 83 113,21,29
1172,85 92 113,64,45 67 113,64,112
1173,71 2 113,73,20 20 113,73,40
1174,27 39 113,66,98 66 113,66,51
1175,0 71 113,71,110 36 113,71,33
1176,1 103 113,104,72 110 113,104,69
1177,80 80 113,47,33 105 113,47,25
1178,22 16 113,38,88 98 113,38,73
1179,60 47 113,107,110 32 113,107,29
1180,45 73 113,5,93 17 113,5,110
1181,106 18 113,11,29 54 113,11,83
1182,7 10 113,17,43 38 113,17,81
1183,81 18 113,99,2 4 113,99,6
1184,91 97 113,75,11 45 113,75,56
1185,112 59 113,58,24 57 113,58,81
1186,52 10 113,62,97 26 113,62,10
1187,13 19 113,32,6 60 113,32,66
1188,8 68 113,76,10 44 113,76,54
1189,25 93 113,5,38 63 113,5,101
1190,99 32 113,18,26 75 113,18,101
1191,56 31 113,87,92 97 113,87,76
1192,83 21 113,104,79 63 113,104,29
1193,112 66 113,65,18 63 113,65,81
1194,95 77 113,59,11 96 113,59,107
1195,15 27 113,42,36 53 113,42,89
1196,26 75 113,101,64 102 113,101,53
1197,78 3 113,81,27 0 113,81,27
1198,34 16 113,50,31 66 113,50,97
1199,37 47 113,84,21 105 113,84,13
1200,25 31 113,56,74 1 113,56,75
1201,90 105 113,82,106 102 113,82,95
1202,67 66 113,20,76 97 113,20,60
1203,26 31 113,57,93 105 113,57,85
1204,36 12 113,48,66 52 113,48,5
1205,65 20 113,85,24 56 113,85,80
1206,110 111 113,108,94 107 113,108,88
1207,38 41 113,79,71 57 113,79,15
1208,60 85 113,32,72 26 113,32,98
1209,0 73 113,73,85 84 113,73,56
1210,55 51 113,106,40 19 113,106,59
1211,66 99 113,52,96 12 113,52,108
1212,37 110 113,34,93 37 113,34,17
1213,15 81 113,96,75 12 113,96,87
1214,47 71 113,5,4 53 113,5,57
1215,14 35 113,49,56 64 113,49,7
1216,53 25 113,78,86 75 113,78,48
1217,11 1 113,12,105 108 113,12,100
1218,36 19 113,55,22 108 113,55,17
1219,45 65 113,110,6 69 113,110,75
1220,74 104 113,65,4 29 113,65,33
1221,56 93 113,36,17 17 113,36,34
1222,16 80 113,96,31 60 113,96,91
1223,109 50 113,46,85 46 113,46,18
1224,9 39 113,48,6 63 113,48,69
1225,108 16 113,11,0 26 113,11,26
1226,90 71 113,48,64 9 113,48,73
1227,89 69 113,45,109 104 113,45,100
1228,109 72 113,68,1 35 113,68,36
1229,53 75 113,15,43 103 113,15,33
1230,49 5 113,54,42 70 113,54,112
1231,107 46 113,40,43 54 113,40,97
1232,46 32 113,78,49 86 113,78,22
1233,104 109 113,100,69 11 113,100,80
1234,7 41 113,48,13 12 113,48,25
1235,5 21 113,26,64 111 113,26,62
1236,35 40 113,75,51 6 113,75,57
1237,41 82 113,10,48 28 113,10,76
1238,33 108 113,28,49 59 113,28,108
1239,2 46 113,48,5 50 113,48,55
1240,63 45 113,108,59 4 113,108,63
1241,50 58 113,108,44 47 113,108,91
1242,12 105 113,4,105 56 113,4,48
1243,16 28 113,44,37 112 113,44,36
1244,97 80 113,64,13 1 113,64,14
1245,69 58 113,14,51 2 113,14,53
1246,84 15 113,99,26 61 113,99,87
1247,39 30 113,69,2 102 113,69,104
1248,44 109 113,40,69 14 113,40,83
1249,109 45 113,41,39 12 113,41,51
1250,94 9 113,103,105 50 113,103,42
1251,92 70 113,49,15 11 113,49,26
1252,88 85 113,60,10 111 113,60,8
1253,6 20 113,26,88 35 113,26,10
1254,90 41 113,18,38 52 113,18,90
1255,40 30 113,70,106 109 113,70,102
1256,93 98 113,78,112 69 113,78,68
1257,11 84 113,95,15 18 113,95,33
1258,51 12 113,63,37 106 113,63,30
1259,82 79 113,48,18 9 113,48,27
1260,64 107 113,58,79 5 113,58,84
1261,35 78 113,0,18 62 113,0,80
1262,10 9 113,19,1 13 113,19,14
1263,15 20 113,35,40 108 113,35,35
1264,33 55 113,88,45 77 113,88,9
1265,71 83 113,41,11 104 113,41,2
1266,72 76 113,35,31 40 113,35,71
1267,66 62 113,15,4 38 113,15,42
1268,9 19 113,28,58 59 113,28,4
1269,86 77 113,50,112 63 113,50,62
1270,82 107 113,76,62 112 113,76,61
1271,63 73 113,23,68 73 113,23,28
1272,90 36 113,13,16 52 113,13,68
1273,96 40 113,23,72 49 113,23,8
1274,51 88 113,26,5 92 113,26,97
1275,5 72 113,77,51 111 113,77,49
1276,46 3 113,49,76 75 113,49,38
1277,43 55 113,98,5 67 113,98,72
1278,19 76 113,95,2 95 113,95,97
1279,37 97 113,21,10 47 113,21,57
1280,92 41 113,20,42 48 113,20,90
1281,60 61 113,8,82 40 113,8,9
1282,49 45 113,94,31 103 113,94,21
1283,59 78 113,24,107 104 113,24,98
1284,89 101 113,77,63 106 113,77,56
1285,50 9 113,59,8 67 113,59,75
1286,93 49 113,29,15 75 113,29,90
1287,56 104 113,47,15 108 113,47,10
1288,34 34 113,68,60 80 113,68,27
1289,102 90 113,79,14 26 113,79,40
1290,102 50 113,39,8 21 113,39,29
1291,94 95 113,76,33 36 113,76,69
1292,85 72 113,44,83 37 113,44,7
1293,55 99 113,41,20 109 113,41,16
1294,0 40 113,40,46 91 113,40,24
1295,103 66 113,56,48 91 113,56,26
1296,44 97 113,28,0 89 113,28,89
1297,71 40 113,111,91 22 113,111,0
1298,35 12 113,47,107 15 113,47,9
1299,46 108 113,41,42 98 113,41,27
1300,86 38 113,11,4 5 113,11,9
1301,4 34 113,38,106 63 113,38,56
1302,33 85 113,5,63 74 113,5,24
1303,106 46 113,39,15 22 113,39,37
1304,85 83 113,55,57 26 113,55,83
1305,42 25 113,67,105 98 113,67,90
1306,3 50 113,53,29 25 113,53,54
1307,29 55 113,84,19 62 113,84,81
1308,33 81 113,1,111 13 113,1,11
1309,90 13 113,103,17 71 113,103,88
1310,55 31 113,86,46 109 113,86,42
1311,101 27 113,15,63 42 113,15,105
1312,73 83 113,43,19 36 113,43,55
1313,19 61 113,80,98 62 113,80,47
1314,9 96 113,105,78 34 113,105,112
1315,57 105 113,49,41 87 113,49,15
1316,21 111 113,19,3 54 113,19,57
1317,47 44 113,91,60 45 113,91,105
1318,105 96 113,88,87 81 113,88,55
1319,0 44 113,44,49 3 113,44,52
1320,101 84 113,72,40 50 113,72,90
1321,64 17 113,81,59 34 113,81,93
1322,81 97 113,65,7 94 113,65,101
1323,104 12 113,3,92 19 113,3,111
1324,108 9 113,4,63 110 113,4,60
1325,56 7 113,63,58 95 113,63,40
1326,30 49 113,79,36 19 113,79,55
1327,43 35 113,78,89 97 113,78,73
1328,1 71 113,72,61 83 113,72,31
1329,25 55 113,80,95 83 113,80,65
1330,6 19 113,25,60 109 113,25,56
1331,55 91 113,33,69 25 113,33,94
1332,15 69 113,84,22 25 113,84,47
1333,92 50 113,29,53 103 113,29,43
1334,104 90 113,81,24 59 113,81,83
1335,98 51 113,36,72 24 113,36,96
1336,2 3 113,5,109 33 113,5,29
1337,56 83 113,26,81 56 113,26,24
1338,81 27 113,108,69 78 113,108,34
1339,53 11 113,64,8 2 113,64,10
1340,95 17 113,112,13 91 113,112,104
1341,21 107 113,15,111 110 113,15,108
1342,40 0 113,40,86 20 113,40,106
1343,105 92 113,84,15 8 113,84,23
1344,73 68 113,28,8 38 113,28,46
1345,107 90 113,84,49 38 113,84,87
1346,107 65 113,59,52 13 113,59,65
1347,73 29 113,102,29 43 113,102,72
